PONumber,PODate,VendorAcct,VendorName,ExpReceiveDate,DateReceived,SpecialInstructions1,SpecialInstructions2,MiscChgDesc,MiscChgAmt,SpecialInstructions3,WHCode,WHDescription,ApprovedBy,ConfirmationNum,NumOrderLines,PurchTotal,TaxableAmt,SalesTaxAmt,FreightAmt,PpdDeposit,TotalDue,CODAmount,TotalShipCubes,TaxAreaCode,TotalShipWgt,TaxAreaDescription,TaxRate,POPendingFlag,StatusCode,Status,POIssuedFlag,IssuedByUser,PODateIssued,POIssueMethod,POPrintedFlag,POReceivedFlag,ReceivedByUser,TransType,TransSource,FiscalYear,PostPeriod,PostPass,PostedFlag,IsBackorderFlag,POInvoicedFlag,InvcNum,POVendorName,POAddress1,POAddress2,POCity,POState,POZip,POCountry,POContactName,POTelephone,POFax,Terms,CODFlag,TaxFlag,Carrier,FrtPpdCol,MinPOAmt,MinPOWgt,MinPOCubes,ShipVendorName,ShipAddress1,ShipAddress2,ShipCity,ShipState,ShipZip,ShipAttention,ShipTelephone,EnteredTimeStamp,EnteredByUser,LastModifyTimeStamp,LastModifiedByUser
216043,3/13/2026,DADEP100,DADE PAPER,,3/17/2026,,,,,0,*MAIN,Main Warehouse,,,2,1354.65,0,0,0,0,1354.65,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/13/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40982401,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/13/2026 1:42:31 PM,NATE,3/13/2026 1:42:31 PM,NATE
216044,3/13/2026,DADEP100,DADE PAPER,,3/17/2026,,,,,0,*MAIN,Main Warehouse,,,5,1256.55,0,0,0,0,1256.55,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/13/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40997086,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/13/2026 1:44:06 PM,NATE,3/17/2026 9:09:20 AM,NATE
216046,3/17/2026,LITTLE,"LITTLE AND CO., INC.",,3/17/2026,,,,,0,*MAIN,Main Warehouse,,,2,7864.6,0,0,0,0,7864.6,0,0,18450,,(UnAssigned),0,Y,R,Received,Y,NATE,3/17/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,N,,"LITTLE AND CO., INC.",P.O. BOX 1849,,EATON PARK,FL,33840-1849,,TOM HARMON,1-863-665-4887,1-561-547-8506,N30,N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/17/2026 9:56:44 AM,NATE,3/17/2026 9:56:44 AM,NATE
216003,2/19/2026,COAST120,COASTAL FILMS OF FLORIDA,,3/13/2026,,,,,0,*MAIN,Main Warehouse,,,5,11802,0,0,0,0,11802,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/11/2026,USMail,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,INVF00086649,COASTAL FILMS OF FLORIDA,627 NORTH LANE AVE,,JACKSONVILLE,FL,32254,,APRIL WARREN,800-442-6781,904-781-6451,(UNASSIGNED),N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/19/2026 9:53:57 AM,NATE,3/11/2026 7:52:53 AM,NATE
216024,3/2/2026,NAPCO100,NAPCO,,3/13/2026,,,,,0,*MAIN,Main Warehouse,,,6,6874.3,0,0,0,0,6874.3,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/2/2026,EMail,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,72128,NAPCO,1435 BRADLEY LN SUITE 100,,CARROLLTON,TX,75007,,,972-245-8190,972-245-8106,(UNASSIGNED),N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/2/2026 9:55:20 AM,NATE,3/2/2026 3:10:30 PM,NATE
216038,3/10/2026,SANEC100,SANECK SAFETY,,3/13/2026,,,,,0,*MAIN,Main Warehouse,,,2,3868,0,0,0,0,3868,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JEFF,3/10/2026,EMail,N,Y,NATE,PO,PO,2026,3,2,Y,N,N,,SANECK SAFETY,5037 Pine Creek Dr.,,Westerville,OH,43081,,,6148900467,,(UNASSIGNED),N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/10/2026 11:17:00 AM,JEFF,3/10/2026 11:21:53 AM,JEFF
216039,3/10/2026,SANEC100,SANECK SAFETY,,3/13/2026,,,,,0,*MAIN,Main Warehouse,,,6,4156.6,0,0,0,0,4156.6,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/10/2026,EMail,N,Y,NATE,PO,PO,2026,3,2,Y,N,N,,SANECK SAFETY,5037 Pine Creek Dr.,,Westerville,OH,43081,,,6148900467,,(UNASSIGNED),N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/10/2026 11:21:08 AM,JEFF,3/10/2026 2:10:08 PM,NATE
216014,2/23/2026,SEATITE,SEAL-TITE PLASTIC PACKAGING CO. INC,,3/11/2026,,,,,0,*MAIN,Main Warehouse,,,1,5035,0,0,0,0,5035,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/24/2026,EMail,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,38400,SEAL-TITE PLASTIC PACKAGING CO. INC,4655 SW 74TH AVENUE,,MIAMI,FL,33155,,SHERI CUSTOMER SERVICE,1-305-264-9015,1-305-266-5640,N30,N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/23/2026 2:44:39 PM,NATE,2/24/2026 12:47:24 PM,NATE
216016,2/25/2026,WARRE100,"WARREN ADHESIVES, INC.",,3/11/2026,,,,,0,*MAIN,Main Warehouse,,,1,7577.5,0,0,0,0,7577.5,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/25/2026,EMail,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,82593,WARREN ADHESIVES,7860 ZIEGLER BLVD,,MOBILE,AL,36608,,KATHY .,1-251-633-5034,1-251-633-4210,N30,N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/25/2026 8:40:52 AM,NATE,2/25/2026 8:40:52 AM,NATE
216019,2/26/2026,DUBOSE,"DUBOSE STRAPPING, INC.",,3/11/2026,,,,,0,*MAIN,Main Warehouse,,,4,1990,0,0,0,0,1990,0,155,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/26/2026,EMail,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,DSIC0000331020,"DUBOSE STRAPPING, INC.",906 INDUSTRIAL DRIVE,,CLINTON,NC,28328,,DALE CHILDRESS,1-800-354-3028,1-910-590-1017,N30,N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/26/2026 9:41:12 AM,NATE,2/26/2026 9:41:12 AM,NATE
216036,3/9/2026,DADEP100,DADE PAPER,,3/11/2026,,,,,0,*MAIN,Main Warehouse,,,3,2416.66,0,0,0,0,2416.66,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/11/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40929469,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/9/2026 2:46:46 PM,JEFF,3/11/2026 10:46:02 AM,NATE
216037,3/9/2026,DADEP100,DADE PAPER,,3/11/2026,,,,,0,*MAIN,Main Warehouse,,,1,169.6,0,0,0,0,169.6,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/11/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40929470,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/9/2026 3:35:40 PM,JEFF,3/11/2026 10:46:58 AM,NATE
216040,3/10/2026,DADEP100,DADE PAPER,,3/11/2026,,,,,0,*MAIN,Main Warehouse,,,13,3921.65,0,0,0,0,3921.65,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/10/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40949026,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/10/2026 1:01:26 PM,NATE,3/11/2026 10:33:37 AM,NATE
216041,3/10/2026,DADEP100,DADE PAPER,,3/11/2026,,,,,0,*MAIN,Main Warehouse,,,4,1920.41,0,0,0,0,1920.41,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/10/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40949027,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/10/2026 2:08:56 PM,NATE,3/11/2026 10:45:18 AM,NATE
215982,2/5/2026,BERWIP,BERK WIPER CONVERTING,,3/5/2026,,,,,0,*MAIN,Main Warehouse,,,1,8316,0,0,0,0,8316,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/10/2026,EMail,N,Y,NATE,PO,PO,2026,3,2,Y,N,N,,BERK WIPER CONVERTING,400 EAST 2ND STREET,,BOYERTOWN,PA,19502,,BOB LEE,1-866-222-2375,1-610-369-0840,CC,N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/5/2026 3:36:57 PM,NATE,2/10/2026 8:58:40 AM,NATE
216004,2/19/2026,TRELI100,ACS,,3/5/2026,,,,,0,*MAIN,Main Warehouse,,,1,5437.44,0,0,0,0,5437.44,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/19/2026,EMail,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,491316890,ACS / TRELIONI,1 New England Way,,Lincoln,RI,2865,,Elaine Johnson,1 401 229 9477,,N30,N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/19/2026 10:28:53 AM,NATE,2/19/2026 10:28:53 AM,NATE
216011,2/23/2026,SANEC100,SANECK SAFETY,,3/5/2026,,,,,0,*MAIN,Main Warehouse,,,5,3760.37,0,0,0,0,3760.37,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/27/2026,EMail,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,455209,SANECK SAFETY,5037 Pine Creek Dr.,,Westerville,OH,43081,,,6148900467,,(UNASSIGNED),N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/23/2026 11:54:49 AM,NATE,2/27/2026 8:30:56 AM,NATE
216022,2/27/2026,WESPLA,WESTERN PLASTICS,,3/5/2026,,,,,0,*MAIN,Main Warehouse,,,3,6128.87,0,0,0,0,6128.87,0,5081.64,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/27/2026,EMail,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,INV-0075578,WESTERN PLASTICS,P.O. BOX 1636,,CALHOUN,GA,30703,,michelle knapp,1(706)625-5260,706-625-0003,CC,N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/27/2026 12:17:05 PM,NATE,2/27/2026 1:08:35 PM,NATE
216023,2/27/2026,BOXPAC,"BOX ACQUISITIONS, LLC",,3/5/2026,,,,,0,*MAIN,Main Warehouse,,,5,1433.95,0,0,0,0,1433.95,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/27/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,INV020234323,"BOX PACKAGING, INC.",2650 GALVIN DR,,ELGIN,IL,60124,,,847-783-9000,,130,N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/27/2026 12:56:08 PM,NATE,2/27/2026 12:56:08 PM,NATE
216020-1,2/26/2026,DADEP100,DADE PAPER,,3/5/2026,,,,,0,*MAIN,Main Warehouse,,,1,672.3,0,0,0,0,672.3,0,0,0,,(UnAssigned),0,N,R,Received,N,,2/26/2026,,N,Y,NATE,PO,PO,2026,3,2,Y,Y,Y,40829260,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/2/2026 11:46:50 PM,DBQ,,
216029,3/3/2026,DADEP100,DADE PAPER,,3/5/2026,,,,,0,*MAIN,Main Warehouse,,,2,369.75,0,0,0,0,369.75,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/5/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40863805,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/3/2026 3:42:07 PM,JEFF,3/5/2026 12:09:24 PM,NATE
216030,3/3/2026,DADEP100,DADE PAPER,,3/5/2026,,,,,0,*MAIN,Main Warehouse,,,2,107.67,0,0,0,0,107.67,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/5/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40882183,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/3/2026 3:55:49 PM,JEFF,3/5/2026 12:05:27 PM,NATE
216032,3/4/2026,DADEP100,DADE PAPER,,3/5/2026,,,,,0,*MAIN,Main Warehouse,,,7,2561.35,0,0,0,0,2561.35,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/4/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40882184,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/4/2026 2:45:29 PM,NATE,3/4/2026 2:45:29 PM,NATE
216027-1,3/2/2026,DADEP100,DADE PAPER,,3/5/2026,,,,,0,*MAIN,Main Warehouse,,,1,26.35,0,0,0,0,26.35,0,0,0,,(UnAssigned),0,N,R,Received,N,,3/2/2026,,N,Y,NATE,PO,PO,2026,3,2,Y,Y,Y,40863804,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/4/2026 11:45:47 PM,DBQ,,
216027,3/2/2026,DADEP100,DADE PAPER,,3/4/2026,,,,,0,*MAIN,Main Warehouse,,,23,3991.15,0,0,0,0,3991.15,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/4/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40845603,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/2/2026 2:54:49 PM,NATE,3/4/2026 3:51:51 PM,NATE
216028,3/2/2026,DADEP100,DADE PAPER,,3/4/2026,,,,,0,*MAIN,Main Warehouse,,,1,310.3,0,0,0,0,310.3,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,3/2/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40845605,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/2/2026 2:57:20 PM,NATE,3/2/2026 2:57:20 PM,NATE
215986-1,2/9/2026,DADEP100,DADE PAPER,,3/2/2026,,,,,0,*MAIN,Main Warehouse,,,1,102.68,0,0,0,0,102.68,0,0,0,,(UnAssigned),0,N,R,Received,N,,2/9/2026,,N,Y,NATE,PO,PO,2026,3,2,Y,Y,Y,40796400,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/11/2026 11:46:34 PM,DBQ,,
215996-1,2/16/2026,DADEP100,DADE PAPER,,3/2/2026,,,,,0,*MAIN,Main Warehouse,,,1,106.82,0,0,0,0,106.82,0,0,0,,(UnAssigned),0,N,R,Received,N,,2/16/2026,,N,Y,NATE,PO,PO,2026,3,2,Y,Y,Y,40796402,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/17/2026 11:46:29 PM,DBQ,,
216018,2/25/2026,DADEP100,DADE PAPER,,3/2/2026,,,,,0,*MAIN,Main Warehouse,,,7,1674.37,0,0,0,0,1674.37,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/25/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40796403,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/25/2026 2:46:10 PM,NATE,2/25/2026 2:46:10 PM,NATE
216020,2/26/2026,DADEP100,DADE PAPER,,3/2/2026,,,,,0,*MAIN,Main Warehouse,,,8,2648.46,0,0,0,0,2648.46,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/26/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,40813930,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/26/2026 1:56:13 PM,NATE,3/2/2026 10:22:47 AM,NATE
216025,3/2/2026,LITTLE,"LITTLE AND CO., INC.",,3/2/2026,,,,,0,*MAIN,Main Warehouse,,,4,17199.6,0,0,0,0,17199.6,0,0,58450,,(UnAssigned),0,Y,R,Received,Y,NATE,3/2/2026,Call,N,Y,NATE,PO,PO,2026,3,2,Y,N,Y,63228,"LITTLE AND CO., INC.",P.O. BOX 1849,,EATON PARK,FL,33840-1849,,TOM HARMON,1-863-665-4887,1-561-547-8506,N30,N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,3/2/2026 10:43:59 AM,NATE,3/2/2026 10:43:59 AM,NATE
215999,2/18/2026,SANEC100,SANECK SAFETY,,2/26/2026,,,,,0,*MAIN,Main Warehouse,,,2,3009.02,0,0,0,0,3009.02,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/18/2026,EMail,N,Y,NATE,PO,PO,2026,2,2,Y,N,N,,SANECK SAFETY,5037 Pine Creek Dr.,,Westerville,OH,43081,,,6148900467,,(UNASSIGNED),N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/18/2026 12:59:55 PM,NATE,2/18/2026 1:06:06 PM,NATE
216007,2/20/2026,BOXPAC,"BOX ACQUISITIONS, LLC",,2/26/2026,,,,,0,*MAIN,Main Warehouse,,,6,1827.21,0,0,0,0,1827.21,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/20/2026,Call,N,Y,NATE,PO,PO,2026,2,2,Y,N,Y,INV020193355,"BOX PACKAGING, INC.",2650 GALVIN DR,,ELGIN,IL,60124,,,847-783-9000,,130,N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/20/2026 2:16:36 PM,NATE,2/20/2026 2:16:36 PM,NATE
216010,2/23/2026,DADEP100,DADE PAPER,,2/26/2026,,,,,0,*MAIN,Main Warehouse,,,2,3963.42,0,0,0,0,3963.42,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/23/2026,Call,N,Y,NATE,PO,PO,2026,2,2,Y,N,Y,40765759,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/23/2026 11:07:30 AM,NATE,2/23/2026 11:07:30 AM,NATE
216012,2/23/2026,ELKAY100,ELKAY PLASTICS,,2/26/2026,,,,,0,*MAIN,Main Warehouse,,,1,2791,0,0,0,0,2791,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/26/2026,Call,N,Y,NATE,PO,PO,2026,2,2,Y,N,Y,4144687,ELKAY PLASTICS,7515 HARTMAN INDUSTRIAL WAY,SUITE 200,AUSTELL,GA,30168,,NICOLE JUDKINS,1-800-842-2247,1-678-398-6904,N30,N,N,Best Way,P,0,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/23/2026 1:02:45 PM,NATE,2/26/2026 10:52:49 AM,NATE
216013,2/23/2026,DADEP100,DADE PAPER,,2/26/2026,,,,,0,*MAIN,Main Warehouse,,,4,1092.09,0,0,0,0,1092.09,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/26/2026,Call,N,Y,NATE,PO,PO,2026,2,2,Y,N,Y,40765760,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/23/2026 2:43:06 PM,NATE,2/26/2026 10:40:36 AM,NATE
216001-1,2/18/2026,DADEP100,DADE PAPER,,2/26/2026,,,,,0,*MAIN,Main Warehouse,,,1,33.74,0,0,0,0,33.74,0,0,0,,(UnAssigned),0,N,R,Received,N,,2/18/2026,,N,Y,NATE,PO,PO,2026,2,2,Y,Y,Y,40765758,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/23/2026 11:46:51 PM,DBQ,,
216015,2/24/2026,DADEP100,DADE PAPER,,2/26/2026,,,,,0,*MAIN,Main Warehouse,,,4,592.8,0,0,0,0,592.8,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/24/2026,Call,N,Y,NATE,PO,PO,2026,2,2,Y,N,Y,40779393,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/24/2026 2:47:03 PM,NATE,2/26/2026 10:43:01 AM,NATE
216008,2/20/2026,DADEP100,DADE PAPER,,2/24/2026,,,,,0,*MAIN,Main Warehouse,,,4,924.98,0,0,0,0,924.98,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/20/2026,Call,N,Y,NATE,PO,PO,2026,2,2,Y,N,Y,40752295,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/20/2026 2:41:44 PM,NATE,2/24/2026 8:59:11 AM,NATE
215997,2/17/2026,DADEP100,DADE PAPER,,2/23/2026,,,,,0,*MAIN,Main Warehouse,,,5,1955.3,0,0,0,0,1955.3,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/17/2026,Call,N,Y,NATE,PO,PO,2026,2,2,Y,N,Y,40702262,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/17/2026 12:38:47 PM,NATE,2/23/2026 10:55:56 AM,NATE
215998,2/17/2026,DADEP100,DADE PAPER,,2/23/2026,,,,,0,*MAIN,Main Warehouse,,,1,355.8,0,0,0,0,355.8,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/17/2026,Call,N,Y,NATE,PO,PO,2026,2,2,Y,N,Y,40702263,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/17/2026 12:41:36 PM,NATE,2/17/2026 12:41:36 PM,NATE
216001,2/18/2026,DADEP100,DADE PAPER,,2/23/2026,,,,,0,*MAIN,Main Warehouse,,,21,4887.01,0,0,0,0,4887.01,0,30,0,,(UnAssigned),0,Y,R,Received,Y,NATE,2/18/2026,Call,N,Y,NATE,PO,PO,2026,2,2,Y,N,Y,40719542,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,Unlimited Florida Sales,545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/18/2026 2:35:48 PM,NATE,2/18/2026 2:35:48 PM,NATE
