VendorAcct,VendorGroupCode,VendorName,Address1,Address2,City,State,Zip,OfficePhone,OfficeFax,WebAddress,OfficeContact,OfficeContactEmailAddress,POContact,POContactEmailAddress,APContact,APContactEmailAddress,ServiceContact,ServiceContactEmailAddress,POVendorName,POAddress1,POAddress2,POCity,POState,POZip,CreditLimit,CreditComments1,CreditComments2,Exp1MajorAcct,Exp2MajorAcct,MinPOAmt,MinPOWgt,MinPOCubes,Terms,Carrier,TaxFlag,FrtPpdCol,CheckType,Eligible1099Flag,Comments1,Comments2,VCustAcctNum,LeadTimeDays,ReviewCycleDays,POIssueOption,Field1,Field2,YTDTotPurchases,CurBalance,AgeBal1,AgeBal2,AgeBal3,AgeBal4,AgeBal5,AgeBal6,PendingOrdersBal,AgeStatus,AgeDelinquentFlag,AgeDelinquentBal,AvePmtDays,FirstIssuePODate,LastIssuePODate,PONumber,LastAPInvcDate,LastAPPmtDate,SetupTimeStamp,SetupBy,LastModifyTimeStamp,LastModifyBy,ObsoleteFlag,VendorID
ANDCOM,PO,THE ANDERSEN COMPANY,340 CROSS PLAINS BLVD. SE,,DALTON,GA,30721,800/241-4696,706-277-3170,,CHRISTOPHER,,CHRISTOPHER,,,,,,THE ANDERSON COMPANY,340 CROSS PLAINS BLVD SE,,DALTON,GA,30721,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,5,0,EMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,33,5/17/2012,4/20/2016,209668,4/29/2016,5/20/2016,8/14/2009 1:36:51 PM,CMS,7/22/2020 10:51:28 AM,NEAL,N,10052
APINTE,PO,APPLIED INDUSTRIAL TECH.,22510 Network Place,,Chicago,IL,60673-1225,904/693-9978,904-695-4223,,,,,,,,,,APPLIED INDUSTRIAL TECH.,7037 COMMONWEALTH AVE.,SUITE 26,JACKSONVILLE,FL,32220,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,2,10,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,20,10/14/2009,3/15/2017,210563,4/20/2017,5/12/2017,8/14/2009 1:36:51 PM,CMS,5/22/2017 11:00:18 AM,PETE,N,10053
APPCHE,PO,"UNIVAR USA, INC.",,P.O. BOX 409692,ATLANTA,GA,30384,904-693-4815,904-693-4830,,,,,,,,,,"UNIVAR USA, INC.",,155 ELLIS ROAD SOUTH,JACKSONVILLE,FL,32254,0,,,1200,,0,0,0,N30,PICKUP,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,30,11/5/2009,4/13/2011,202112,4/15/2011,5/12/2011,8/14/2009 1:36:51 PM,CMS,7/25/2012 12:43:52 PM,JACKIE,N,10054
ASSBAG,PO,ASSOCIATED BAG,P.O BOX 3036,,MILWAUKEE,WI,53201,1-800-926-6100,1-800-926-4610,WWW.ASSOCIATEDBAG.COM,,,,,,,,,ASSOCIATED BAG,400 WEST BODEN STREET,,MILWAUKEE,WI,53207,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,ACCT # 700027864,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,23,2/18/2010,10/2/2013,205881,10/2/2013,11/3/2013,8/14/2009 1:36:52 PM,CMS,3/8/2013 10:38:32 AM,JACKIE,N,10055
ASTMED,PO,ASTRO-MED INC.,P.O. BOX 842554,,BOSTON,MA,2284,1-877-757-7978,1-401-822-2430,,CHRIS,CCHABOT@ASTROMED.COM,CHRIS,CCHABOT@ASTROMED.COM,,,,,ASTRO-MED INC.,QUICK LABEL SYSTEMS,600 E. GREENWICH AVENUE,WEST WARWICK,RI,2893,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,22,9/21/2009,9/19/2012,204183,9/27/2012,10/16/2012,8/14/2009 1:36:52 PM,CMS,1/11/2012 12:33:02 PM,JACKIE,N,10056
ATLCAS,PO,ATLANTA CASTER & EQUIP.,1810-E AUGER DRIVE,,TUCKER,GA,30084,800-526-3087,770-492-9210,,,,,,,,,,ATLANTA CASTER & EQUIP.,1810-E AUGER DRIVE,,TUCKER,GA,30084,0,,,1200,,10,0,0,N30,Best Way,N,P,OI,N,,,,4,60,EMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,26,9/28/2009,9/26/2023,214752,9/26/2023,11/22/2023,8/14/2009 1:36:52 PM,CMS,6/21/2018 11:51:00 AM,BRITTANY,N,10057
BARBRA,PO,BARNETT BRASS AND COPPER,P.O. BOX 930984,,ATLANTA,GA,31193,904/384-6530,,,JIM,,JIM,,,,,,BARNETT BRASS AND COPPER,P.O. BOX 930984,,ATLANTA,GA,31193,0,,,1200,,0,0,0,110,PICKUP,N,P,OI,N,,,,3,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,9/10/2001,,,12/12/2001,8/14/2009 1:36:52 PM,CMS,,,N,10058
BECSON,PO,BECKSON INDUSTRIAL PRODUC,P.O.BOX 468,,GUILFORD,CT,6437,800/723-7062,203-453-1302,,ELLIE,,ELLIE,,,,,,BECKSON INDUSTRIAL PRODUC,P.O.BOX 468,,GUILFORD,CT,6437,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,,,,10,90,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,17,4/27/2010,5/2/2014,206935,5/14/2014,6/1/2014,8/14/2009 1:36:52 PM,CMS,5/5/2014 9:50:52 AM,JOHN,N,10059
BELSER,PO,BELT SERVICE,9540 JULIAN CLARK AVENUE,,HUNTERSVILLE,NC,28078,704/949-2100,,,,,,,,,,,BELT SERVICE,9540 JULIAN CLARK AVENUE,,HUNTERSVILLE,NC,28078,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,1631,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,43,11/1/2010,11/5/2012,204359,11/7/2012,12/13/2012,8/14/2009 1:36:52 PM,CMS,10/3/2013 2:12:48 PM,JOHN,N,10060
BEPRES,PO,BE PRESSURE SUPPLY,1807 OLD OKEECHOBEE ROAD,,WEST PALM BEACH,FL,33409,561-840-8894,561-840-8896,,,,,,,,,,BE PRESSURE SUPPLY,1807 OLD OKEECHOBEE ROAD,,WEST PALM BEACH,FL,33409,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,3/25/2009,,,4/10/2009,8/14/2009 1:36:52 PM,CMS,,,N,10061
BERWIP,PO,BERK WIPER CONVERTING,"& PACKAGING, LLC",400 EAST 2ND STREET,BOYERTOWN,PA,19502,1-866-222-2375,1-610-369-0840,,BOB,BLEE@BERKWIPER.NET,BOB,BLEE@BERKWIPER.NET,,,,,BERK WIPER CONVERTING,400 EAST 2ND STREET,,BOYERTOWN,PA,19502,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,,,,0,0,EMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,17,6/26/2012,2/10/2026,215982,4/17/2025,6/4/2025,8/14/2009 1:36:53 PM,CMS,3/31/2023 9:52:00 AM,JEFF,N,10062
BETBUS,PO,BETTER BUSINESS FORMS,,P.O. BOX 48031,NEWARK,NJ,7101,904/731-8399,904-731-2956,,,,,,,,,,BETTER BUSINESS FORMS,,P.O. BOX 48031,NEWARK,NJ,7101,0,,,1200,,0,0,0,N30,THEIR TRUCK,N,P,OI,N,,,,5,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,4/26/2007,,,3/15/2007,8/14/2009 1:36:53 PM,CMS,,,N,10063
BMBENT,PO,"BMB FILTRATION, INC",8500 BAYCENTER ROAD,SUITE #25,JACKSONVILLE,FL,32256,904-580-5105,,,KATHY,KATHY@BMBENT.NET,KATHY,KATHY@BMBENT.NET,,,,,"BMB FILTRATION, INC",8500 BAYCENTER ROAD,SUITE #25,JACKSONVILLE,FL,32256,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,2,30,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,10,10/6/2009,6/11/2024,215125,6/14/2024,10/30/2024,8/14/2009 1:36:53 PM,CMS,12/22/2020 12:32:00 PM,NEAL,N,10064
BOBRIC,PO,BOBRICK WASHROOM EQUIP.,P.O. BOX 513172,,LOS ANGELES,CA,90051,731/424-7000,731-424-7800,,RON,,RON,,,,,,BOBRICK WASHROOM EQUIP.,P.O. BOX 513172,,LOS ANGELES,CA,90051,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,5,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,2/13/2002,,,4/24/2002,8/14/2009 1:36:53 PM,CMS,,,N,10065
BOCBOA,PO,"BOCKS BOARD PACKAGING,INC",1520 E. Wintergreen Rd.,PO Box 1149,Hutchins,TX,75141,912-289-4679,1-912-510-6488,,SHERREE,SSOUTHWICK@BOCKSBOARD.COM,SHERREE,SSOUTHWICK@BOCKSBOARD.COM,,,,,"BOCKS BOARD PACKAGING,INC",2431 OSBORNE ROAD,SUITE C,ST MARYS,GA,31558,0,,,1200,,3000,7000,0,N30,Best Way,N,P,OI,N,,,,14,30,EMail,,,,0,0,0,0,0,0,0,3942.12,Cur,N,0,30,3/21/2016,3/23/2026,216052,7/8/2025,9/8/2025,8/14/2009 1:36:53 PM,CMS,2/9/2022 10:09:12 AM,NATE,N,10066
BOXPAC,PO,"BOX ACQUISITIONS, LLC",P.O. BOX 713351,,ELGIN,IL,60677,847-783-9000,,http://www.boxpartners.com/Default.aspx,,,,,,,,,"BOX PACKAGING, INC.",2650 GALVIN DR,,ELGIN,IL,60124,0,,,1200,,0,0,0,130,Best Way,N,P,OI,N,,,,5,15,Call,,,10833.61,0,0,0,0,0,0,0,2829.12,Cur,N,0,6,9/22/2009,4/9/2026,216078,3/6/2026,4/13/2026,8/14/2009 1:36:53 PM,CMS,9/16/2025 2:51:40 PM,NATE,N,10067
BRADEY,PO,BRADLEY CORPORATION,BIN NO. 53066,,MILWAUKEE,WI,53288,1-407-841-9237,1-407-841-9246,www.bradleycorp.com,DANA,DANA@HARRYWARREN.COM,DANA,DANA@HARRYWARREN.COM,,,,,BRADLEY CORPORATION,P.O.BOX 150191,,ALTAMONTE SPRGS,FL,32715,0,,,1200,,0,0,0,N30,UPS,N,P,OI,N,,,,15,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,75,1/26/2010,10/26/2012,204331,10/29/2012,11/28/2012,8/14/2009 1:36:54 PM,CMS,10/8/2012 4:57:46 PM,JACKIE,N,10068
BUCHOR,PO,BUCKHORN MFG INC.,24292 NETWORK PLACE,,CHICAGO,IL,60673-1242,877-803-0818,513-831-2630,,CHUCK,cacton@buckhorninc.com,CHUCK,cacton@buckhorninc.com,,,,,BUCKHORN MFG INC.,24292 NETWORK PLACE,,CHICAGO,IL,60673-1242,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,30,2/4/2013,2/4/2013,204725,2/13/2013,3/15/2013,8/14/2009 1:36:54 PM,CMS,4/5/2013 4:23:28 PM,LILA,N,10069
BUNZL,PO,BUNZL DISTRIBUTION,,9201-A KING PALM DRIVE,TAMPA,FL,33619,800/282-2050,813-622-8021,,TAMMY,,TAMMY,,,,,,BUNZL DISTRIBUTION,,9201-A KING PALM DRIVE,TAMPA,FL,33619,0,,,1200,,0,0,0,N30,THEIR TRUCK,N,P,OI,N,,,,1,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,9/1/2004,,,10/19/2004,8/14/2009 1:36:54 PM,CMS,2/17/2011 1:57:26 PM,JACKIE,N,10070
BURPAC,PO,BURNS PACKAGING,,2801 ROSSELLE ST,JACKSONVILLE,FL,32205,904/381-9750,,,,,,,,,,,BURNS PACKAGING,,2801 ROSSELLE ST,JACKSONVILLE,FL,32205,0,,,1200,,0,0,0,N30,PICKUP,N,P,OI,N,,,,2,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,33,11/9/2009,12/1/2014,207851,12/3/2014,1/21/2015,8/14/2009 1:36:54 PM,CMS,,,N,10071
CANBER,PO,CANBERRA CORPORATION,3610 HOLLAND-SYLVANIA RD,,TOLEDO,OH,43615,800-832-8992,888-550-1733,,,,RANDY,,,,,,CANBERRA CORPORATION,3610 HOLLAND-SYLVANIA RD,,TOLEDO,OH,43615,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,33,3/29/2010,9/28/2012,204228,10/3/2012,10/31/2012,8/14/2009 1:36:54 PM,CMS,2/11/2010 2:45:51 PM,JACKIE,N,10072
CANCOM,PO,CANDO COMPANY,P.O. BOX 53,,RIDLEY PARK,PA,19078,1-610-304-7599,1-610-543-6531,,ART,RTRABELL@COMCAST.NET,ART,RTRABELL@COMCAST.NET,,,,,CANDO COMPANY,P.O. BOX 53,,RIDLEY PARK,PA,19078,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,30,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,4,10/30/2009,7/24/2013,205503,7/26/2013,8/10/2013,8/14/2009 1:36:54 PM,CMS,3/4/2013 11:16:55 AM,JACKIE,N,10073
CAPOFF,PO,CAPITAL OFFICE PRODUCTS,210 FENTRESS BLVD,,DAYTONA BEACH,FL,32114,800-333-3330,800-249-4329,,CURTIS,clangley@capofficeproducts.com,CURTIS,clangley@capofficeproducts.com,,,,,CAPITAL OFFICE PRODUCTS,700 BALLOUGH ROAD,,DAYTONA BEACH,FL,32115,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,ACCT #3915956837,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,4,9/24/2009,8/7/2019,212440,2/18/2020,2/21/2020,8/14/2009 1:36:54 PM,CMS,8/7/2019 12:16:20 PM,NEAL,N,10074
CARBOR,PO,CARBORUNDUM ABRASIVES,P.O.BOX 0368,,PITTSBURGH,PA,15264,800/334-1092,800-437-8340,,,,,,,,,,CARBORUNDUM ABRASIVES,P.O.BOX 0368,,PITTSBURGH,PA,15264,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,6/12/2008,,,8/11/2008,8/14/2009 1:36:55 PM,CMS,9/25/2012 10:20:09 AM,JOHN,N,10075
CARSTA,PO,CARAUSTAR,P.O. BOX 935013,,ATLANTA,GA,31193-5013,386-328-8335,386-325-9648,,,,,,ACCOUNTS,,,,CARAUSTAR,,188 COMFORT ROAD,PALATKA,FL,32177,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,28,10/14/2013,7/28/2014,207333,9/1/2014,9/1/2014,8/14/2009 1:36:55 PM,CMS,2/6/2014 12:38:12 PM,JOHN,N,10076
CHACYC,PO,CHAMPION CYCLING,1025 ARLINGTON ROAD,,JACKSONVILLE,FL,32211,904/724-4922,,,,,,,,,,,CHAMPION CYCLING,1025 ARLINGTON ROAD,,JACKSONVILLE,FL,,0,,,1200,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,12/14/2009,5/23/2012,203719,6/1/2012,6/1/2012,8/14/2009 1:36:55 PM,CMS,9/25/2012 10:21:09 AM,JOHN,N,10077
CLECLO,PO,THE CLEANERS CLOSET INC.,655 31ST STREET SOUTH,,ST. PETERSBURG,FL,33712,1-800-282-9475,1-727-823-6915,,JOHN,,JOHN,,,,,,THE CLEANERS CLOSET INC.,655 31ST STREET SOUTH,,ST. PETERSBURG,FL,33712,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,39,9/14/2009,1/13/2010,200418,1/11/2010,2/12/2010,8/14/2009 1:36:55 PM,CMS,2/9/2010 10:29:40 AM,JACKIE,N,10078
COLSTA,PO,COLDSTAR INTERNATIONAL,677 MT VIEW DRIVE,,PINEY FLATS,TN,37686,423/538-5551,423-538-3030,,,,JAY,,,,,,COLDSTAR INTERNATIONAL,P.O. BOX 54,,JOHNSON CITY,TN,37605,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,1/10/2008,,,3/4/2008,8/14/2009 1:36:55 PM,CMS,,,N,10079
CONRIG,PO,CONSOLIDATED RIGGING,P.O. BOX 3235,,JACKSONVILLE,FL,32206,904/765-7177,,,RANDY,,RANDY,,,,,,CONSOLIDATED RIGGING,4700 NORTH PEARL ST.,,JACKSONVILLE,FL,32206,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,30,9/17/2009,6/15/2012,203818,6/19/2012,7/12/2012,8/14/2009 1:36:55 PM,CMS,9/25/2012 10:22:01 AM,JOHN,N,10080
CONSAF,PO,CONSTRUCTION SAFETY,"PRODUCTS, INC.",359 MT ZION ROAD,SHREVEPORT,LA,71106,800/592-6940,318-688-6487,,LINDA/LARRY,,LINDA/LARRY,,,,,,CONSTRUCTION SAFETY,"PRODUCTS, INC.",359 MT ZION ROAD,SHREVEPORT,LA,71106,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,10/3/2008,,,11/7/2008,8/14/2009 1:36:55 PM,CMS,5/9/2011 10:03:42 AM,JOHN,N,10081
CORDOV,PO,INTERNATIONAL SOURCING CO,P.O. BOX 409019,,ATLANTA,GA,30384,800-458-8763,1-901-458-3343,,DANIEL,danielbird@cordovaisc.com,DANIEL,danielbird@cordovaisc.com,BECKY,BORGAN@CORDOVAISC.COM,,,INTERNATIONAL SOURCING CO,P.O. BOX 409019,,ATLANTA,GA,30384,0,,,1200,,2000,0,0,N30,BEST WAY,N,P,OI,N,,,,5,15,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,32,9/23/2009,11/20/2012,204449-1,1/21/2013,2/19/2013,8/14/2009 1:36:56 PM,CMS,5/29/2013 12:10:39 PM,JOHN,N,10082
COSGRO,PO,"COSGROVE ENTERPRISES, INC",,14300 N.W. 77TH COURT,MIAMI,FL,33016,904/786-1117,,,ANTHONY,Anthony@e-cosgrove.com,ANTHONY,Anthony@e-cosgrove.com,,,,,"COSGROVE ENTERPRISES, INC",,4225-1 JAMES E CASEY DR,JACKSONVILLE,FL,32219,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,5,30,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,22,10/14/2009,6/30/2016,209877,6/30/2016,7/22/2016,8/14/2009 1:36:56 PM,CMS,9/25/2012 4:33:22 PM,JACKIE,N,10083
DELCOR,PO,THE DELEONE CORPORATION,,P.O. BOX 1240,REDMOND,OR,97756,1-541-504-8311,1-800-235-6644,,,,CUSTOMER,ORDERS@DELEONE.COM,,,,,THE DELEONE CORPORATION,,P.O. BOX 1240,REDMOND,OR,97756,0,,,1200,,0,0,0,CC,BEST WAY,N,P,OI,N,,,,10,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,9/14/2009,11/4/2011,202947,11/4/2011,11/4/2011,8/14/2009 1:36:56 PM,CMS,5/18/2012 11:12:33 AM,JACKIE,N,10085
DIAGRA,PO,DIAGRAPH MSP GROUP,75 REMITTANCE DRIVE,SUITE 3271,CHICAGO,IL,60675-3271,800/521-3047,1-618-998-1887,www.diagraphmsp.com,JEFF,,JEFF,,,,,,DIAGRAPH MSP GROUP,75 REMITTANCE DRIVE,SUITE 3271,CHICAGO,IL,60675-3271,0,,,1200,,0,0,0,N30,UPS,N,P,OI,N,Acct # 601187,,,5,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,20,7/8/2011,12/19/2012,204547,12/28/2012,1/21/2013,8/14/2009 1:36:56 PM,CMS,1/7/2013 2:44:31 PM,JACKIE,N,10086
DISLAB,PO,DISCOUNT LABELS,,PO Box 200747,Dallas,TX,75320-0747,800/995-9500,800-995-9600,http://www.discountlabels.com/,,,,,,,,,DISCOUNT LABELS,,4115 PROFIT COURT,NEW ALBANY,IN,47150,0,,,1200,,0,0,0,CC,UPS,N,P,OI,N,,,,5,0,EMail,,,316.92,316.92,316.92,0,0,0,0,0,1728.2,Cur,N,0,13,9/15/2009,11/12/2025,215868-1,4/8/2026,3/18/2026,8/14/2009 1:36:56 PM,CMS,5/17/2024 11:01:54 AM,JEFF,N,10087
DISTON,PO,DISSTON COMPANY,P.O. BOX 16000,,LEWISTON,ME,04243-9407,800-272-4436,888-729-3004,,,,,,,,,,DISSTON COMPANY,P.O. BOX 16000,,LEWISTON,ME,04243-9407,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,8/23/2006,,,11/29/2007,8/14/2009 1:36:56 PM,CMS,7/7/2010 9:44:12 AM,JACKIE,N,10088
DUBOSE,PO,"DUBOSE STRAPPING, INC.",P.O. BOX 674435,,DETROIT,MI,48267-4435,1-800-354-3028,1-910-590-1017,,DALE,dchildress@dubosestrapping.com,DALE,dchildress@dubosestrapping.com,,,,,"DUBOSE STRAPPING, INC.",906 INDUSTRIAL DRIVE,,CLINTON,NC,28328,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,5,30,Call,,,5756.75,1612.78,0,1612.78,0,0,0,0,1599,Del,Y,1612.78,16,11/3/2009,2/26/2026,216019,3/18/2026,4/13/2026,8/14/2009 1:36:57 PM,CMS,12/28/2015 9:41:30 AM,STEVE,N,10089
DUVCON,PO,INMARK INC,,P.O. BOX 41006,JACKSONVILLE,FL,32203,904-355-6591,904-350-9709,,Lisa,lisad@inmarkinc.com,Lisa,lisad@inmarkinc.com,,,,,INMARK INC,,P.O. BOX 41006,JACKSONVILLE,FL,32203,0,,,1200,,0,0,0,N30,PICKUP,N,P,OI,N,,,5657,2,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,12,12/8/2009,1/18/2023,214387,1/19/2023,3/10/2023,8/14/2009 1:36:57 PM,CMS,12/14/2022 2:13:34 PM,JEFF,N,10091
EARHOR,PO,"R.B PRODUCTS, INC.",640 UNION STREET,,JACKSONVILLE,FL,32206,904-358-2500,904-356-7212,,BRUCE,,BRUCE,,,,,,"R.B PRODUCTS, INC",640 UNION STREET,,JACKSONVILLE,FL,32206,0,,,1200,,0,0,0,N30,PICKUP,N,P,OI,N,,,,3,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,12,12/7/2009,4/11/2013,204991,4/24/2013,6/5/2013,8/14/2009 1:36:57 PM,CMS,3/27/2012 10:41:46 AM,JACKIE,N,10092
EASFIX,PO,EAST COAST FIXTURES AND,"MILLWORK CO., INC.",4880 S. CLYDO ROAD,JACKSONVILLE,FL,32207,904/733-9711,904-733-0510,,DUANE/CLYDE,,DUANE/CLYDE,,,,,,EAST COAST FIXTURES AND,"MILLWORK CO., INC.",4880 S. CLYDO ROAD,JACKSONVILLE,FL,32207,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,2,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,5/26/1998,,,5/26/1998,8/14/2009 1:36:57 PM,CMS,,,N,10093
EASWIR,PO,EASTERN WIRE PRODUCTS,5301 W. 5TH STREET,,JACKSONVILLE,FL,32254,904-781-6775,904-781-1604,,GUY,,,,,,,,EASTERN WIRE PRODUCTS,5301 W. 5TH STREET,,JACKSONVILLE,FL,32254,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,28,12/11/2009,9/2/2016,210038,9/12/2016,10/7/2016,8/14/2009 1:36:57 PM,CMS,11/8/2013 2:22:02 PM,JOHN,N,10094
EDCO,PO,EDCO SUPPLY CORPORATION,323 36TH STREET,,BROOKLYN,NY,11232,800/221-0918,718-788-7481,,,,BRIAN,,,,,,EDCO SUPPLY CORPORATION,323 36TH STREET,,BROOKLYN,NY,11232,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,36,12/1/2009,10/18/2012,204301,10/22/2012,11/14/2012,8/14/2009 1:36:57 PM,CMS,,,N,10095
ELETAP,PO,ELECTRO TAPE SPECIALTIES,,P.O. BOX 1014,ODESSA,FL,33556,1-800-999-2218,1-813-920-2272,http://www.electrotape.com/,CUSTOMER,orders@electrotape.com,CUSTOMER,orders@electrotape.com,,,,,ELECTRO TAPE SPECIALTIES,,P.O. BOX 1014,ODESSA,FL,33556,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,5,0,EMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,28,3/29/2010,3/20/2018,211457,3/1/2019,3/22/2019,8/14/2009 1:36:58 PM,CMS,3/20/2018 9:37:56 AM,BRITTANY,N,10096
ESTES,AP,ESTES EXPRESS LINES,P.O. BOX 25612,,RICHMOND,VA,23260,904/384-2277,,,,,BARBARA(DISPATCH),,,,,,ESTES EXPRESS LINES,P.O. BOX 25612,,RICHMOND,VA,23260,0,,,1200,,0,0,0,N10,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,12/4/2001,8/14/2009 1:36:58 PM,CMS,8/25/2009 4:18:54 PM,JACKIE,N,10097
EXPPAC,PO,EXPRESS PACKAGING INC.,,P.O. BOX 1333,PEMBROKE,GA,31321,1-912-653-2800,E-MAIL PO'S,,ellen,ellenh@EXPRESSPKG.COM,ellen,ellenh@EXPRESSPKG.COM,,,,,EXPRESS PACKAGING IN.,912 NORTH MAIN STREET,,PEMBROKE,GA,31321,0,,,1200,,0,0,0,N30,THEIR TRUCK,N,P,OI,N,,,,5,15,EMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,11,9/29/2009,7/23/2025,215702,8/1/2025,9/23/2025,8/14/2009 1:36:58 PM,CMS,8/7/2019 10:16:00 AM,PETE,N,10098
FARPLA,PO,"FARCO PLASTICS SUPPLY,INC",DEPT 2,11701 US HIGHWAY 19 NORTH,CLEARWATER,FL,33764,904/260-2550,904-260-8606,,,,,,,,,,"FARCO PLASTICS SUPPLY,INC",6945 PHILLIPS PKWY DR S,,JACKSONVILLE,FL,32256,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,4,120,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,1/16/2008,,,3/4/2008,8/14/2009 1:36:58 PM,CMS,5/21/2013 1:05:43 PM,JOHN,N,10099
FASSYS,PO,PROFAST SUPPLY INC.,8500 PARKLINE BLVD,SUITE 114,ORLANDOJACKSONVILLE,FL,32809,904-886-9949,,,RANDY,,RANDY,,,,,,PROFAST SUPPLY INC.,,11425 SAINTS ROAD,JACKSONVILLE,FL,32246,0,,,1200,,0,0,0,N10,THEIR TRUCK,N,P,OI,N,,,,2,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,12,10/28/2009,2/25/2013,204810,2/25/2013,3/22/2013,8/14/2009 1:36:58 PM,CMS,3/21/2013 9:39:33 AM,JOHN,N,10100
